분석기간,분석유형,기준년월,기초지자체,중분류,소비액(천원),전년도 지출액,대분류,대분류 지출액 비율,중분류 지출액 비율,행정동명,비율(%),지역명
202501-202512,관광소비 추이,202508.0,수원시 팔달구,뷰티,2695056.0,2600066.0,,,,,,
202501-202512,관광소비 추이,202508.0,수원시 팔달구,일반외식업,39883532.0,38265162.0,,,,,,
202501-202512,관광소비 추이,202508.0,수원시 팔달구,육상운송,3083692.0,3593059.0,,,,,,
202501-202512,관광소비 추이,202508.0,수원시 팔달구,의료관광,1537569.0,1452322.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,호텔,896823.0,1378517.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,캠핑장/펜션,8065.0,15678.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,대형쇼핑몰,33848692.0,44582700.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,기타관광쇼핑,14591078.0,15223717.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,골프장,773874.0,914182.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,기타레저,1685477.0,1465022.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,기타숙박,811966.0,1127854.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,여행업,408013.0,134275.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,렌터카,41975.0,111649.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,레저용품쇼핑,744965.0,633344.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,관광유원시설,9242.0,94122.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,문화서비스,330550.0,437045.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,의료관광,1272431.0,1444304.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,제과음료업,5673806.0,5711759.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,육상운송,2943114.0,3265880.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,뷰티,2428437.0,2462366.0,,,,,,
202501-202512,관광소비 추이,202509.0,수원시 팔달구,일반외식업,37499957.0,36327432.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,호텔,1030542.0,1096801.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,캠핑장/펜션,17035.0,14583.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,대형쇼핑몰,37674508.0,50842426.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,기타관광쇼핑,15361931.0,14862632.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,골프장,1125588.0,1166187.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,기타레저,1883726.0,1479098.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,기타숙박,1111219.0,978143.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,여행업,285620.0,143170.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,렌터카,49490.0,45726.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,레저용품쇼핑,1188062.0,1020679.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,관광유원시설,9952.0,124958.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,문화서비스,398756.0,293248.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,의료관광,1161406.0,1148961.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,제과음료업,6216827.0,6214582.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,육상운송,2869198.0,3200214.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,뷰티,2305160.0,2371779.0,,,,,,
202501-202512,관광소비 추이,202510.0,수원시 팔달구,일반외식업,40430135.0,40513566.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,호텔,1407976.0,1642581.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,캠핑장/펜션,10680.0,18272.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,대형쇼핑몰,35769429.0,41653697.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,기타관광쇼핑,14587741.0,14332087.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,골프장,999888.0,950951.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,기타레저,1740191.0,1386771.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,기타숙박,961511.0,1017312.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,여행업,128001.0,77294.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,렌터카,69604.0,54768.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,레저용품쇼핑,1172509.0,907576.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,관광유원시설,7913.0,68506.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,문화서비스,314295.0,290759.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,의료관광,1462663.0,1277093.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,제과음료업,5854004.0,5506907.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,육상운송,3073813.0,3146531.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,뷰티,2376947.0,2267062.0,,,,,,
202501-202512,관광소비 추이,202511.0,수원시 팔달구,일반외식업,40529981.0,37281446.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,호텔,1351866.0,1523809.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,캠핑장/펜션,7363.0,9361.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,대형쇼핑몰,36862058.0,42352814.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,기타관광쇼핑,14437322.0,14495294.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,골프장,380540.0,316429.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,기타레저,1944339.0,1685049.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,기타숙박,1057494.0,1155341.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,여행업,190791.0,164651.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,렌터카,71425.0,123526.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,레저용품쇼핑,994518.0,941644.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,관광유원시설,7826.0,21796.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,문화서비스,498315.0,510560.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,의료관광,1543074.0,1633325.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,제과음료업,6081663.0,5786813.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,육상운송,3152162.0,3343279.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,뷰티,2455996.0,2361615.0,,,,,,
202501-202512,관광소비 추이,202512.0,수원시 팔달구,일반외식업,42867814.0,41971150.0,,,,,,
202501-202512,업종별 지출액,,,기타관광쇼핑,,,쇼핑업,46.9,28.5,,,
202501-202512,업종별 지출액,,,대형쇼핑몰,,,쇼핑업,46.9,69.8,,,
202501-202512,업종별 지출액,,,레저용품쇼핑,,,쇼핑업,46.9,1.7,,,
202501-202512,업종별 지출액,,,기타숙박,,,숙박업,1.8,49.9,,,
202501-202512,업종별 지출액,,,캠핑장/펜션,,,숙박업,1.8,0.6,,,
202501-202512,업종별 지출액,,,호텔,,,숙박업,1.8,49.5,,,
202501-202512,업종별 지출액,,,일반외식업,,,식음료업,42.0,86.8,,,
202501-202512,업종별 지출액,,,제과음료업,,,식음료업,42.0,13.2,,,
202501-202512,업종별 지출액,,,골프장,,,여가서비스업,2.7,24.7,,,
202501-202512,업종별 지출액,,,관광유원시설,,,여가서비스업,2.7,1.2,,,
202501-202512,업종별 지출액,,,기타레저,,,여가서비스업,2.7,60.3,,,
202501-202512,업종별 지출액,,,문화서비스,,,여가서비스업,2.7,13.8,,,
202501-202512,업종별 지출액,,,여행업,,,여행업,0.2,100.0,,,
202501-202512,업종별 지출액,,,렌터카,,,운송업,2.9,2.1,,,
202501-202512,업종별 지출액,,,육상운송,,,운송업,2.9,97.9,,,
202501-202512,업종별 지출액,,,뷰티,,,의료웰니스업,3.5,64.4,,,
202501-202512,업종별 지출액,,,의료관광,,,의료웰니스업,3.5,35.6,,,
202501-202512,지역별 지출액,,,,,,,,,고등동,1.3,
202501-202512,지역별 지출액,,,,,,,,,매교동,1.2,
202501-202512,지역별 지출액,,,,,,,,,매산동,41.4,
202501-202512,지역별 지출액,,,,,,,,,우만1동,2.7,
202501-202512,지역별 지출액,,,,,,,,,우만2동,3.9,
202501-202512,지역별 지출액,,,,,,,,,인계동,33.1,
202501-202512,지역별 지출액,,,,,,,,,지동,2.6,
202501-202512,지역별 지출액,,,,,,,,,행궁동,9.7,
202501-202512,지역별 지출액,,,,,,,,,화서1동,1.6,
202501-202512,지역별 지출액,,,,,,,,,화서2동,2.4,
202501-202512,업종별 지출액,,,대형쇼핑몰,,,쇼핑업,16.0,55.1,,,
202501-202512,업종별 지출액,,,레저용품쇼핑,,,쇼핑업,16.0,2.7,,,
202501-202512,업종별 지출액,,,기타관광쇼핑,,,쇼핑업,16.0,42.3,,,
202501-202512,업종별 지출액,,,호텔,,,숙박업,47.3,77.1,,,
202501-202512,업종별 지출액,,,캠핑장/펜션,,,숙박업,47.3,0.1,,,
202501-202512,업종별 지출액,,,기타숙박,,,숙박업,47.3,22.9,,,
202501-202512,업종별 지출액,,,일반외식업,,,식음료업,28.1,89.2,,,
202501-202512,업종별 지출액,,,제과음료업,,,식음료업,28.1,10.8,,,
202501-202512,업종별 지출액,,,관광유원시설,,,여가서비스업,0.9,8.8,,,
202501-202512,업종별 지출액,,,골프장,,,여가서비스업,0.9,17.1,,,
202501-202512,업종별 지출액,,,기타레저,,,여가서비스업,0.9,64.1,,,
202501-202512,업종별 지출액,,,문화서비스,,,여가서비스업,0.9,9.9,,,
202501-202512,업종별 지출액,,,육상운송,,,운송업,0.7,28.0,,,
202501-202512,업종별 지출액,,,렌터카,,,운송업,0.7,72.0,,,
202501-202512,업종별 지출액,,,의료관광,,,의료웰니스업,6.9,76.4,,,
202501-202512,업종별 지출액,,,뷰티,,,의료웰니스업,6.9,23.6,,,
202501-202512,지역별 지출액,,,,,,,,,,1.3,고등동
202501-202512,지역별 지출액,,,,,,,,,,0.3,매교동
202501-202512,지역별 지출액,,,,,,,,,,26.8,매산동
202501-202512,지역별 지출액,,,,,,,,,,0.7,우만1동
202501-202512,지역별 지출액,,,,,,,,,,2.1,우만2동
202501-202512,지역별 지출액,,,,,,,,,,58.3,인계동
202501-202512,지역별 지출액,,,,,,,,,,1.3,지동
202501-202512,지역별 지출액,,,,,,,,,,8.3,행궁동
202501-202512,지역별 지출액,,,,,,,,,,0.3,화서1동
202501-202512,지역별 지출액,,,,,,,,,,0.5,화서2동
