분석기간,분석유형,기준년월,기초지자체,중분류,소비액(천원),전년도 지출액,대분류,대분류 지출액 비율,중분류 지출액 비율,행정동명,비율(%),지역명
202001-202012,관광소비 추이,202001.0,수원시 팔달구,관광총소비,111899570.0,109414550.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,관광총소비,80618630.0,100661642.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,관광총소비,74812344.0,121041966.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,관광총소비,86688447.0,112929597.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,관광총소비,103090801.0,128311278.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,관광총소비,92418455.0,121719575.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,관광총소비,94926615.0,113012315.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,관광총소비,85019721.0,117674069.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,관광총소비,87666571.0,117347856.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,관광총소비,107096980.0,125250180.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,관광총소비,107957994.0,132235029.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,관광총소비,73018086.0,133753659.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,호텔,983996.0,1395025.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,캠핑장/펜션,42106.0,48386.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,기타숙박,1339848.0,1208845.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,여행업,221508.0,143459.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,렌터카,158002.0,260310.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,대형쇼핑몰,45685505.0,46530346.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,레저용품쇼핑,690856.0,729483.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,기타관광쇼핑,11602542.0,10975441.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,관광유원시설,27872.0,16978.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,기타레저,1888622.0,1552158.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,문화서비스,636865.0,750979.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,육상운송,4128170.0,3481569.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,골프장,145782.0,155246.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,의료관광,1216058.0,1142417.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,뷰티,2577244.0,2717483.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,일반외식업,36092851.0,34086716.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,제과음료업,4461742.0,4217991.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,호텔,995189.0,919163.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,캠핑장/펜션,16740.0,40644.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,기타숙박,973977.0,1106060.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,여행업,71125.0,143865.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,렌터카,84659.0,204723.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,대형쇼핑몰,30218158.0,43659447.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,레저용품쇼핑,515853.0,590947.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,기타관광쇼핑,9225753.0,10076863.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,관광유원시설,5372.0,24621.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,골프장,385384.0,256814.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,기타레저,1482466.0,1569167.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,문화서비스,373779.0,870551.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,육상운송,3457757.0,2851124.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,면세점,991.0,1104.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,의료관광,928431.0,1158704.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,뷰티,2093398.0,2344662.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,일반외식업,26195557.0,30918033.0,,,,,,
202001-202012,관광소비 추이,202002.0,수원시 팔달구,제과음료업,3594043.0,3925150.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,호텔,299038.0,1162723.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,캠핑장/펜션,17759.0,48348.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,기타숙박,829484.0,1346534.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,렌터카,113879.0,164137.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,대형쇼핑몰,28319266.0,54619499.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,레저용품쇼핑,639134.0,822795.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,기타관광쇼핑,9357477.0,11266606.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,관광유원시설,9961.0,18772.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,골프장,691340.0,610569.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,기타레저,1191980.0,1742979.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,문화서비스,141456.0,708918.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,여행업,21741.0,103754.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,육상운송,3343980.0,3316760.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,의료관광,928775.0,1602634.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,뷰티,1970159.0,2890405.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,일반외식업,23405971.0,35991100.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,제과음료업,3530944.0,4625180.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,호텔,357126.0,1337124.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,캠핑장/펜션,13189.0,38347.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,기타숙박,862150.0,1200159.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,렌터카,263896.0,273831.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,대형쇼핑몰,34171686.0,51376573.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,레저용품쇼핑,924745.0,888319.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,기타관광쇼핑,9864431.0,10532125.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,관광유원시설,5473.0,35190.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,골프장,735278.0,711524.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,기타레저,1290106.0,1512085.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,문화서비스,101817.0,611857.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,여행업,21489.0,176675.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,육상운송,3112779.0,3195816.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,의료관광,850670.0,1096653.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,뷰티,2239507.0,2560828.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,일반외식업,27865272.0,32987607.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,제과음료업,4008833.0,4394371.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,호텔,692227.0,1354288.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,캠핑장/펜션,24514.0,45277.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,기타숙박,1015885.0,1223704.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,여행업,35531.0,153893.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,렌터카,81163.0,309151.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,대형쇼핑몰,42157149.0,61260372.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,레저용품쇼핑,1311814.0,1011291.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,기타관광쇼핑,11470895.0,11437046.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,관광유원시설,44408.0,41360.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,골프장,771458.0,753627.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,기타레저,1502756.0,1780041.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,문화서비스,116093.0,796134.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,육상운송,3011462.0,3366413.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,의료관광,1161134.0,1476902.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,뷰티,2796472.0,2932587.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,일반외식업,32378634.0,35662508.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,제과음료업,4519208.0,4705661.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,호텔,638935.0,1487740.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,캠핑장/펜션,24145.0,30018.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,기타숙박,894971.0,1370442.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,여행업,20191.0,117610.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,렌터카,106493.0,222902.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,대형쇼핑몰,37455275.0,55979810.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,레저용품쇼핑,946002.0,864411.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,기타관광쇼핑,10606035.0,10756415.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,관광유원시설,30590.0,36270.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,골프장,856170.0,766866.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,기타레저,1255039.0,1716668.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,문화서비스,196474.0,927486.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,육상운송,3101129.0,3514504.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,의료관광,1079872.0,1466007.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,뷰티,2510684.0,2960634.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,일반외식업,28559658.0,34891672.0,,,,,,
202001-202012,관광소비 추이,202006.0,수원시 팔달구,제과음료업,4136792.0,4610120.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,호텔,601326.0,846494.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,캠핑장/펜션,17727.0,27886.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,기타숙박,1039060.0,1387041.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,렌터카,264447.0,139143.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,대형쇼핑몰,36052976.0,49799219.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,레저용품쇼핑,772007.0,758913.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,기타관광쇼핑,10617134.0,10559523.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,관광유원시설,33634.0,17736.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,골프장,883847.0,661423.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,기타레저,1311513.0,1753820.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,문화서비스,303716.0,871581.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,여행업,21882.0,109740.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,육상운송,3289601.0,3592736.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,의료관광,991152.0,1214629.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,뷰티,2664728.0,2923764.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,일반외식업,31671456.0,33798895.0,,,,,,
202001-202012,관광소비 추이,202007.0,수원시 팔달구,제과음료업,4390408.0,4549771.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,호텔,495351.0,1240883.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,캠핑장/펜션,20362.0,38980.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,기타숙박,1024597.0,1504117.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,렌터카,87635.0,138848.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,대형쇼핑몰,30902394.0,48306017.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,레저용품쇼핑,572766.0,681386.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,기타관광쇼핑,11126960.0,11223357.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,관광유원시설,21009.0,64462.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,골프장,772036.0,827417.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,기타레저,1034379.0,1912559.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,문화서비스,400328.0,967131.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,여행업,8276.0,148384.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,육상운송,3246642.0,4124862.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,의료관광,924267.0,1322306.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,뷰티,2451820.0,3120649.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,일반외식업,28026598.0,37093629.0,,,,,,
202001-202012,관광소비 추이,202008.0,수원시 팔달구,제과음료업,3904301.0,4959083.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,호텔,422310.0,1059142.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,캠핑장/펜션,18113.0,38675.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,기타숙박,804739.0,1306402.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,여행업,14615.0,132045.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,육상운송,3327369.0,3482468.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,렌터카,171997.0,258614.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,대형쇼핑몰,38880004.0,54031682.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,레저용품쇼핑,669525.0,807742.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,기타관광쇼핑,12771378.0,11468583.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,관광유원시설,39436.0,69544.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,골프장,850351.0,633599.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,기타레저,389790.0,1663529.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,문화서비스,159554.0,581184.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,의료관광,1007430.0,1369881.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,뷰티,2126574.0,2628165.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,일반외식업,22478444.0,33350011.0,,,,,,
202001-202012,관광소비 추이,202009.0,수원시 팔달구,제과음료업,3534942.0,4466591.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,호텔,917215.0,1361714.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,캠핑장/펜션,18470.0,40650.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,기타숙박,1007069.0,1344892.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,여행업,21418.0,94784.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,렌터카,139454.0,284999.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,대형쇼핑몰,47851795.0,56459212.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,레저용품쇼핑,990305.0,1097521.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,기타관광쇼핑,11105378.0,11150782.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,관광유원시설,81695.0,71715.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,골프장,989729.0,897393.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,기타레저,1141043.0,1700362.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,문화서비스,254262.0,591880.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,육상운송,3435705.0,4373221.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,의료관광,951186.0,1300303.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,뷰티,2307388.0,2717099.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,일반외식업,31347984.0,36945699.0,,,,,,
202001-202012,관광소비 추이,202010.0,수원시 팔달구,제과음료업,4536884.0,4817954.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,호텔,1082606.0,1697732.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,캠핑장/펜션,19248.0,25830.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,기타숙박,953230.0,1326832.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,여행업,11354.0,49282.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,렌터카,136199.0,129615.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,대형쇼핑몰,53158324.0,64936081.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,레저용품쇼핑,915950.0,1121381.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,기타관광쇼핑,11326237.0,10929012.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,관광유원시설,32590.0,39993.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,골프장,916908.0,723797.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,기타레저,1203443.0,1602480.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,문화서비스,183481.0,714685.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,육상운송,3222007.0,4413036.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,의료관광,990964.0,1266463.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,뷰티,2202254.0,2649485.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,일반외식업,27919957.0,36185417.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,제과음료업,3683241.0,4423057.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,호텔,528947.0,1931166.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,캠핑장/펜션,17167.0,42253.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,기타숙박,751770.0,1459746.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,여행업,1377.0,105410.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,렌터카,161550.0,123684.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,대형쇼핑몰,32938447.0,59557998.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,레저용품쇼핑,691184.0,962722.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,기타관광쇼핑,11183123.0,10945691.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,관광유원시설,16576.0,26966.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,골프장,763461.0,330357.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,문화서비스,86581.0,791523.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,육상운송,3240014.0,4480119.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,기타레저,394911.0,1989362.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,의료관광,989986.0,1620724.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,뷰티,2090080.0,2806637.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,일반외식업,16688664.0,41755723.0,,,,,,
202001-202012,관광소비 추이,202012.0,수원시 팔달구,제과음료업,2474247.0,4823580.0,,,,,,
202001-202012,관광소비 추이,202001.0,수원시 팔달구,면세점,0.0,1718.0,,,,,,
202001-202012,관광소비 추이,202003.0,수원시 팔달구,면세점,0.0,253.0,,,,,,
202001-202012,관광소비 추이,202004.0,수원시 팔달구,면세점,0.0,514.0,,,,,,
202001-202012,관광소비 추이,202005.0,수원시 팔달구,면세점,0.0,1021.0,,,,,,
202001-202012,관광소비 추이,202011.0,수원시 팔달구,면세점,0.0,848.0,,,,,,
202001-202012,업종별 지출액,,,기타관광쇼핑,,,쇼핑업,54.1,21.8,,,
202001-202012,업종별 지출액,,,대형쇼핑몰,,,쇼핑업,54.1,76.6,,,
202001-202012,업종별 지출액,,,레저용품쇼핑,,,쇼핑업,54.1,1.6,,,
202001-202012,업종별 지출액,,,면세점,,,쇼핑업,54.1,0.0,,,
202001-202012,업종별 지출액,,,기타숙박,,,숙박업,1.8,58.2,,,
202001-202012,업종별 지출액,,,캠핑장/펜션,,,숙박업,1.8,1.3,,,
202001-202012,업종별 지출액,,,호텔,,,숙박업,1.8,40.6,,,
202001-202012,업종별 지출액,,,일반외식업,,,식음료업,34.3,87.7,,,
202001-202012,업종별 지출액,,,제과음료업,,,식음료업,34.3,12.3,,,
202001-202012,업종별 지출액,,,골프장,,,여가서비스업,2.4,33.5,,,
202001-202012,업종별 지출액,,,관광유원시설,,,여가서비스업,2.4,1.3,,,
202001-202012,업종별 지출액,,,기타레저,,,여가서비스업,2.4,53.9,,,
202001-202012,업종별 지출액,,,문화서비스,,,여가서비스업,2.4,11.3,,,
202001-202012,업종별 지출액,,,여행업,,,여행업,0.0,100.0,,,
202001-202012,업종별 지출액,,,렌터카,,,운송업,3.8,4.2,,,
202001-202012,업종별 지출액,,,육상운송,,,운송업,3.8,95.8,,,
202001-202012,업종별 지출액,,,뷰티,,,의료웰니스업,3.6,70.0,,,
202001-202012,업종별 지출액,,,의료관광,,,의료웰니스업,3.6,30.0,,,
202001-202012,지역별 지출액,,,,,,,,,고등동,0.9,
202001-202012,지역별 지출액,,,,,,,,,매교동,0.7,
202001-202012,지역별 지출액,,,,,,,,,매산동,43.6,
202001-202012,지역별 지출액,,,,,,,,,우만1동,2.5,
202001-202012,지역별 지출액,,,,,,,,,우만2동,4.2,
202001-202012,지역별 지출액,,,,,,,,,인계동,36.8,
202001-202012,지역별 지출액,,,,,,,,,지동,2.1,
202001-202012,지역별 지출액,,,,,,,,,행궁동,5.2,
202001-202012,지역별 지출액,,,,,,,,,화서1동,1.6,
202001-202012,지역별 지출액,,,,,,,,,화서2동,2.4,
202001-202012,업종별 지출액,,,면세점,,,쇼핑업,20.3,0.0,,,
202001-202012,업종별 지출액,,,대형쇼핑몰,,,쇼핑업,20.3,67.2,,,
202001-202012,업종별 지출액,,,레저용품쇼핑,,,쇼핑업,20.3,1.1,,,
202001-202012,업종별 지출액,,,기타관광쇼핑,,,쇼핑업,20.3,31.7,,,
202001-202012,업종별 지출액,,,호텔,,,숙박업,60.4,80.5,,,
202001-202012,업종별 지출액,,,캠핑장/펜션,,,숙박업,60.4,0.1,,,
202001-202012,업종별 지출액,,,기타숙박,,,숙박업,60.4,19.4,,,
202001-202012,업종별 지출액,,,일반외식업,,,식음료업,13.2,93.3,,,
202001-202012,업종별 지출액,,,제과음료업,,,식음료업,13.2,6.7,,,
202001-202012,업종별 지출액,,,관광유원시설,,,여가서비스업,0.6,8.1,,,
202001-202012,업종별 지출액,,,골프장,,,여가서비스업,0.6,13.9,,,
202001-202012,업종별 지출액,,,기타레저,,,여가서비스업,0.6,70.6,,,
202001-202012,업종별 지출액,,,문화서비스,,,여가서비스업,0.6,7.5,,,
202001-202012,업종별 지출액,,,육상운송,,,운송업,0.5,41.5,,,
202001-202012,업종별 지출액,,,렌터카,,,운송업,0.5,58.5,,,
202001-202012,업종별 지출액,,,의료관광,,,의료웰니스업,4.9,77.0,,,
202001-202012,업종별 지출액,,,뷰티,,,의료웰니스업,4.9,23.0,,,
202001-202012,지역별 지출액,,,,,,,,,,0.6,고등동
202001-202012,지역별 지출액,,,,,,,,,,0.5,매교동
202001-202012,지역별 지출액,,,,,,,,,,27.3,매산동
202001-202012,지역별 지출액,,,,,,,,,,0.4,우만1동
202001-202012,지역별 지출액,,,,,,,,,,1.8,우만2동
202001-202012,지역별 지출액,,,,,,,,,,65.4,인계동
202001-202012,지역별 지출액,,,,,,,,,,1.2,지동
202001-202012,지역별 지출액,,,,,,,,,,2.1,행궁동
202001-202012,지역별 지출액,,,,,,,,,,0.5,화서1동
202001-202012,지역별 지출액,,,,,,,,,,0.2,화서2동
202101-202112,관광소비 추이,202101.0,수원시 팔달구,관광총소비,86102439.0,111899570.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,관광총소비,83314379.0,80618630.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,관광총소비,93829370.0,74812344.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,관광총소비,92725917.0,86688447.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,관광총소비,105752491.0,103090801.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,관광총소비,95179839.0,92418455.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,관광총소비,87052642.0,94926615.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,관광총소비,82658684.0,85019721.0,,,,,,
